NRO. RESOLUCIÓN,FECHA DE EMISIÓN,ASUNTO,NOMBRE DE LA ORGANIZACIÓN,TIPO DE SERVICIO,TIPO DE SERVICIO ESPECIFÍCO,APROBADO POR,PEDIDO_UNIFICADO
SGDPN-DRCPN-2025-0566-R,2025-07-29,INCLUSION DE SOCIOS,ASOCIACION SHUAR SHARUP,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0567-R,2025-07-29,REGISTRO DE DIRECTIVA,COMUNIDAD SAMANA PLAYA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0568-R,2025-07-29,REGISTRO DE DIRECTIVA,CORPORACION RUNAKUNAPAC SUMAK KAUSAY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0569-R,2025-07-29,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA SAN PEDRO DE ZAPALLO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0570-R,2025-07-29,REGISTRO DE DIRECTIVA,ASOCIACION SHUAR SHARUP,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0571-R,2025-07-29,PERSONERIA JURIDICA,FUNDACION CAMINANDO JUNTOS FCJ,Personería jurídica a organizaciones sin fines de lucro,Personería jurídica de fundaciones,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0572-R,2025-07-29,REGISTRO DE DIRECTIVA,CORPORACION INTERCULTURAL KACHIPUKARA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0573-R,2025-07-29,REGISTRO DE DIRECTIVA,CENTRO SHUAR ACHUAR WAYUS ENTSA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0574-R,2025-07-30,REGISTRO DE DIRECTIVA,FEDERACNIÓN DE CESTROS CHACHIS NARANJAL,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0575-R,2025-07-31,EXCLUSIÓN DE SOCIOS,COMUNIDAD KICHWA ATACAPI COKA,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,EXCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0576-R,2025-07-31,EXCLUSIÓN DE SOCIOS,COMUNIDAD AUTÓNOMA ANCESTRAL AI DURENO,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,EXCLUSIÓN DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0577-R,2025-07-31,REGISTRO DE DIRECTIVA,"CORPORACION DE ORGANIZACIONES SOCIALES, MONTUBIAS, AGROPRODUCTIVAS Y PESQUERAS",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0578-R,2025-07-31,REGISTRO DE DIRECTIVA,"COMUNIDAD SHUAR ""SAN MIGUEL""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0579-R,2025-08-01,PERSONERIA JURIDICA,COMUNIDAD AGUA SANTA DOS,Personería jurídica de las comunas y comunidades,Personería jurídica de las comunas y comunidades,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Personería jurídica de las comunas y comunidades
SGDPN-DRCPN-2025-0580-R,2025-08-01,REGISTRO DE DIRECTIVA,COMUNIDAD 6 DE MARZO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0581-R,2025-08-01,REGISTRO DE DIRECTIVA,"CORPORACION DE ORGANIZACIONES CAMPESINAS, PROMEJORAS PASTOCALLE",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0582-R,2025-08-01,REGISTRO DE DIRECTIVA,CENTRO SHUAR SHAKAIM SAN PEDRO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0583-R,2025-08-01,REGISTRO DE DIRECTIVA,ASOCIACION KICHWA KUYLLIS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0584-R,2025-08-01,REGISTRO DE DIRECTIVA,PUEBLO MONTUBIO DE MANABI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0585-R,2025-08-01,REGISTRO DE DIRECTIVA,"CORPORACION DE ORGANIZACIONES CAMPESINAS, PROMEJORAS PASTOCALLE",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0586-R,2025-08-01,REGISTRO DE DIRECTIVA,"CORPORACION DE ORGANIZACIONES CAMPESINAS, PROMEJORAS PASTOCALLE",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0587-R,2025-08-04,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA 15 DE ABRIL DE CENTRO HUINO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0588-R,2025-08-05,REGISTRO DE DIRECTIVA,ASOCIACION DE MUJERES KICHWAS FANO WARMI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0589-R,2025-08-05,INCLUSION Y EXCLUSION DE SOCIOS,COMUNIDAD KICHWA PAKCHAYAKU,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION Y EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0590-R,2025-08-05,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA PAKCHAYAKU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0591-R,2025-08-05,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA WACHANSIKUCHA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0592-R,2025-08-05,REGISTRO DE DIRECTIVA,"CENTRO DE EXHIBICIÓN ANCESTRAL ""ISHPINGO PAKCHA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0593-R,2025-08-06,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE CENTROS SHUAR KAMKAIM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0594-R,2025-08-06,REGISTRO DE DIRECTIVA,COMUNIDAD ACHUAR TINKIAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0595-R,2025-08-06,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA UNIÓN MUYUNA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0596-R,2025-08-06,REGISTRO DE DIRECTIVA,"CENTRO DE FORMACIÓN DE SABIDURÍA ANCESTRAL ""HEREDEDOS DE LA PACHA MAMA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0597-R,2025-08-06,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE MUJERES KICHWA MUSHUK WARMI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0598-R,2025-08-06,REGISTRO DE DIRECTIVA,COMUNIDAD SHUAR NAMAK,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0599-R,2025-08-06,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA WITA WAYA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0600-R,2025-08-06,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE ARTESANOS KICHWAS DE PASTAZA AGUA VIVA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0601-R,2025-08-06,REGISTRO DE DIRECTIVA,CENTRO SHUAR DE TUNA CHIWIAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0602-R,2025-08-06,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA ATACAPI COKA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0603-R,2025-08-06,REGISTRO DE DIRECTIVA,CENTRO DE TURISMO COMUNITARIO MATIRI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0604-R,2025-08-07,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA AGUSTIN CERDA EL CEIBO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0605-R,2025-08-07,REGISTRO DE DIRECTIVA,ASOCIACIÓN MONTUVIA COMUNITARIA Y SOCIAL GANADEROS POR SALITRE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0606-R,2025-08-07,REGISTRO DE DIRECTIVA,COMUNIDAD SHUAR KUNKI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0608-R,2025-08-08,REGISTRO DE DIRECTIVA,CORPORACION LIDERES PARA GOBERNAR,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0610-R,2025-08-08,REGISTRO DE DIRECTIVA,CONAIE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0612-R,2025-08-08,REGISTRO DE DIRECTIVA,CONAIE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0613-R,2025-08-12,REGISTRO DE DIRECTIVA,FUNDACION COMO UN SUEÑO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0614-R,2025-08-13,REGISTRO DE DIRECTIVA,COMUNIDAD DE NACIONALIDAD SHUAR CHAPINTS CONASH-CH,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0615-R,2025-08-13,REGISTRO DE DIRECTIVA,CENTRO SHUAR TASHAP,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0616-R,2025-08-13,REGISTRO DE DIRECTIVA,CENTRO SHUAR SHARUP,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0617-R,2025-08-13,REGISTRO DE DIRECTIVA,CENTRO SHUAR KIIM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0619-R,2025-08-13,REGISTRO DE DIRECTIVA,CENTRO SHUAR KIIM,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0621-R,2025-08-13,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA SELVA VERDE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0622-R,2025-08-13,REGISTRO DE DIRECTIVA,CENTRO INDIGENA KICHWA TAIKIUA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0623-R,2025-08-13,REGISTRO DE DIRECTIVA,COMUNA JURIDICA LA LIBERTAD,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0624-R,2025-08-13,REGISTRO DE DIRECTIVA,ASOCIACIÓN INDÍGENA SANTA ROSA DE PICHUL,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0625-R,2025-08-13,REGISTRO DE DIRECTIVA,UNIÓN DE COMUNIDADES INDIGENAS Y CAMPESINAS ANGAMARCA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0626-R,2025-08-13,REGISTRO DE DIRECTIVA,COMUNIDAD OSWALDO GUAYASAMIN,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0627-R,2025-08-14,REGISTRO DE DIRECTIVA,ORGANIZACIONES WAORANI DE PASTAZA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0630-R,2025-08-15,REGISTRO DE DIRECTIVA,COMUNIDAD DE NACIONALIDAD SHUAR 8 DE DICIEMBRE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0631-R,2025-08-15,REGISTRO DE DIRECTIVA,ASOCIACION GRUPO DE PENSAMIENTO AFRODESCENDIENTE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0632-R,2025-08-15,REGISTRO DE DIRECTIVA,ASOCIACION DE MUJERES KICHWA SACHA KAWSAY DEL CANTON LORETO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0634-R,2025-08-15,REGISTRO DE DIRECTIVA,CORPORACION KINDE TALLER INTERCULTURAL,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0636-R,2025-08-18,REGISTRO DE DIRECTIVA,"COMUNA ANCESTRAL INDIGENA ""AGUAS PIEDRAS"" DEL PUEBLO PUNAE",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0638-R,2025-08-21,REGISTRO DE DIRECTIVA,CENTRO SHUAR CHIWIAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0641-R,2025-08-21,REGISTRO DE DIRECTIVA,COMUNIDAD DE CALPAQUI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0643-R,2025-08-22,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA CHAKA RUMI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0644-R,2025-08-22,REGISTRO DE DIRECTIVA,CENTRO SHUAR YUWINTS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0648-R,2025-08-26,REGISTRO DE DIRECTIVA,"COMUNIDAD INTERCULTURAL ""PUMARUMI""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0649-R,2025-08-26,REGISTRO DE DIRECTIVA,UNIÓN DE COMUNIDADES INDÍGENAS DE GONZALEZ SUAREZ,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0650-R,2025-08-26,REGISTRO DE DIRECTIVA,CENTRO SHUAR CHIWIAS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0652-R,2025-08-26,REGISTRO DE DIRECTIVA,COMITÉ PROMEJORAS KALLARI KAWSAY JANDIAYACU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0654-R,2025-08-26,REGISTRO DE DIRECTIVA,"ORGANIZACIÓN COMUNITARIA DE AGUA POTABLE, DEFENSA AMBIENTAL Y CULTURAL SAN GABRIEL DE SUIMAL DEL CANTÓN GUALACEO",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0656-R,2025-08-26,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA SINCHI COCHA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0657-R,2025-08-26,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA COTONA DEL RIO HUATARACO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0659-R,2025-08-27,REGISTRO DE DIRECTIVA,COMUNIDAD INDÍGENA “YANA KUCHA”,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0660-R,2025-08-28,REGISTRO DE DIRECTIVA,COMUNIDAD DE GUANANSI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0661-R,2025-08-28,REGISTRO DE DIRECTIVA,ASOCIACIÓN KICHWA ALONSO TAPUY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0662-R,2025-08-28,REGISTRO DE DIRECTIVA,"ASOCIACIÓN DE DESARROLLO INTEGRAL SAN ANTONIO DE LAS NAVES “ASODISAN""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0664-R,2025-08-28,REGISTRO DE DIRECTIVA,FUNDACIÓN “SOLIDARIA”,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0667-R,2025-08-29,REGISTRO DE DIRECTIVA,UNION DE LA NACIONALIDAD KICHWA SAN PABLO DE USHPAYAKU “UNKISPU”,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0669-R,2025-08-29,REGISTRO DE DIRECTIVA,"COMUNIDAD MONTUBIA ""PAMPAS ARGENTINA""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0670-R,2025-08-29,INCLUSION Y EXCLUSION DE SOCIOS,SOCIACIÓN DE MUJERES KICHWAS SACHA KAWSAY DE LORETO “AMUKISKAL”,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION Y EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0675-R,2025-08-29,REGISTRO DE DIRECTIVA,FUNDACION CAMINANDO JUNTOS “FCJ”,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0679-R,2025-08-29,INCLUSION Y EXCLUSION DE SOCIOS,COMUNIDAD YANAYACU,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION Y EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0680-R,2025-08-29,REGISTRO DE DIRECTIVA,COMUNIDAD YANAYACU,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0682-R,2025-09-02,REGISTRO DE DIRECTIVA,ASOCIACIÓN COMUNITARIA EL CHAUPI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0683-R,2025-09-02,REGISTRO DE DIRECTIVA,ASOCIACION DE MUJERES INDIGENAS DEL RECINTO SAN VICENTE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0684-R,2025-09-02,REGISTRO DE DIRECTIVA,COMUNIDAD SHUAR WISUI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0685-R,2025-09-02,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE MUJERES KICHWAS “MUSHUK YUYAY”,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0686-R,2025-09-02,REGISTRO DE DIRECTIVA,"CONFEDERACIÓN DE NACIONALIDADES INDÍGENAS DE LA AMAZONIA ECUATORIANA “CONFENIAE”,",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0687-R,2025-09-02,REGISTRO DE DIRECTIVA,FEDERACIÓN DE ORGANIZACIONES DE MUJERES INDÍGENAS DE LA PARROQUIA QUIMIAG “FOMIPAQ”,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0689-R,2025-09-03,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE MUJERES VIDA NUEVA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0690-R,2025-09-03,EXCLUSION DE SOCIOS,ASOCIACIÓN DE MUJERES VIDA NUEVA,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0691-R,2025-09-03,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA “SAN IGNACIO” DE ARAJUNO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0693-R,2025-09-03,REFORMA DEL ESTATUTO,COMUNIDAD “NUEVA JUVENTUD”,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos,Luis Fernando Sarango Macas,REFORMA DEL ESTATUTO | Reforma y Mejoramiento de los Estatutos 
